Date,AQS_SITE_ID,POC,Daily Max 8-hour Ozone Concentration,UNITS,DAILY_AQI_VALUE,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
12/16/2016,80013001,2,0.029,ppm,27,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
12/17/2016,80013001,2,0.031,ppm,29,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
12/18/2016,80013001,2,0.017,ppm,16,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
12/19/2016,80013001,2,0.044,ppm,41,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
12/20/2016,80013001,2,0.019,ppm,18,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
12/21/2016,80013001,2,0.033,ppm,31,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
12/22/2016,80013001,2,0.006,ppm,6,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
12/23/2016,80013001,2,0.028,ppm,26,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
12/24/2016,80013001,2,0.019,ppm,18,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
12/25/2016,80013001,2,0.04,ppm,37,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
12/26/2016,80013001,2,0.031,ppm,29,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
12/27/2016,80013001,2,0.019,ppm,18,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
12/28/2016,80013001,2,0.041,ppm,38,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
12/29/2016,80013001,2,0.014,ppm,13,15,88,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
12/30/2016,80013001,2,0.045,ppm,42,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
1/1/2017,80013001,2,0.024,ppm,22,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
1/2/2017,80013001,2,0.027,ppm,25,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
1/3/2017,80013001,2,0.017,ppm,16,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
1/4/2017,80013001,2,0.026,ppm,24,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
1/5/2017,80013001,2,0.034,ppm,31,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
1/6/2017,80013001,2,0.02,ppm,19,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
1/7/2017,80013001,2,0.028,ppm,26,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
1/8/2017,80013001,2,0.02,ppm,19,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
1/9/2017,80013001,2,0.039,ppm,36,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
1/10/2017,80013001,2,0.038,ppm,35,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
1/11/2017,80013001,2,0.025,ppm,23,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
1/12/2017,80013001,2,0.019,ppm,18,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
1/16/2017,80013001,2,0.031,ppm,29,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
1/17/2017,80013001,2,0.013,ppm,12,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
1/18/2017,80013001,2,0.018,ppm,17,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
1/19/2017,80013001,2,0.022,ppm,20,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
1/20/2017,80013001,2,0.027,ppm,25,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
1/21/2017,80013001,2,0.03,ppm,28,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
1/22/2017,80013001,2,0.044,ppm,41,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
1/23/2017,80013001,2,0.026,ppm,24,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
1/24/2017,80013001,2,0.03,ppm,28,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
1/25/2017,80013001,2,0.031,ppm,29,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
1/26/2017,80013001,2,0.036,ppm,33,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
1/27/2017,80013001,2,0.036,ppm,33,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
1/28/2017,80013001,2,0.035,ppm,32,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
1/29/2017,80013001,2,0.039,ppm,36,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
1/30/2017,80013001,2,0.043,ppm,40,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
1/31/2017,80013001,2,0.035,ppm,32,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
2/2/2017,80013001,2,0.018,ppm,17,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
2/3/2017,80013001,2,0.015,ppm,14,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
2/4/2017,80013001,2,0.042,ppm,39,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
2/5/2017,80013001,2,0.034,ppm,31,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
2/6/2017,80013001,2,0.043,ppm,40,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
2/7/2017,80013001,2,0.039,ppm,36,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
2/8/2017,80013001,2,0.042,ppm,39,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
2/9/2017,80013001,2,0.014,ppm,13,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
2/10/2017,80013001,2,0.03,ppm,28,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
2/11/2017,80013001,2,0.037,ppm,34,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
2/12/2017,80013001,2,0.035,ppm,32,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
2/13/2017,80013001,2,0.032,ppm,30,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
2/14/2017,80013001,2,0.043,ppm,40,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
2/15/2017,80013001,2,0.039,ppm,36,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
2/16/2017,80013001,2,0.039,ppm,36,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
2/17/2017,80013001,2,0.041,ppm,38,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
2/18/2017,80013001,2,0.034,ppm,31,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
2/19/2017,80013001,2,0.036,ppm,33,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
2/20/2017,80013001,2,0.043,ppm,40,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
2/21/2017,80013001,2,0.039,ppm,36,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
2/22/2017,80013001,2,0.044,ppm,41,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
2/23/2017,80013001,2,0.032,ppm,30,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
2/24/2017,80013001,2,0.033,ppm,31,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
2/25/2017,80013001,2,0.043,ppm,40,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
2/26/2017,80013001,2,0.047,ppm,44,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
2/27/2017,80013001,2,0.043,ppm,40,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
2/28/2017,80013001,2,0.045,ppm,42,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
3/1/2017,80013001,2,0.046,ppm,43,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
3/2/2017,80013001,2,0.045,ppm,42,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
3/3/2017,80013001,2,0.037,ppm,34,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
3/4/2017,80013001,2,0.047,ppm,44,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
3/5/2017,80013001,2,0.049,ppm,45,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
3/6/2017,80013001,2,0.045,ppm,42,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
3/7/2017,80013001,2,0.046,ppm,43,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
3/8/2017,80013001,2,0.042,ppm,39,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
3/9/2017,80013001,2,0.042,ppm,39,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
3/10/2017,80013001,2,0.023,ppm,21,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
3/11/2017,80013001,2,0.027,ppm,25,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
3/12/2017,80013001,2,0.042,ppm,39,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
3/13/2017,80013001,2,0.033,ppm,31,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
3/14/2017,80013001,2,0.041,ppm,38,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
3/15/2017,80013001,2,0.045,ppm,42,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
3/16/2017,80013001,2,0.047,ppm,44,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
3/17/2017,80013001,2,0.046,ppm,43,14,82,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
3/18/2017,80013001,2,0.049,ppm,45,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
3/19/2017,80013001,2,0.05,ppm,46,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
3/20/2017,80013001,2,0.043,ppm,40,16,94,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
3/21/2017,80013001,2,0.042,ppm,39,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
3/22/2017,80013001,2,0.044,ppm,41,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
3/23/2017,80013001,2,0.047,ppm,44,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
3/24/2017,80013001,2,0.042,ppm,39,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
3/25/2017,80013001,2,0.047,ppm,44,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
3/26/2017,80013001,2,0.036,ppm,33,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
3/27/2017,80013001,2,0.041,ppm,38,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
3/28/2017,80013001,2,0.026,ppm,24,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
3/29/2017,80013001,2,0.042,ppm,39,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
3/30/2017,80013001,2,0.034,ppm,31,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
3/31/2017,80013001,2,0.02,ppm,19,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
4/1/2017,80013001,2,0.026,ppm,24,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
4/2/2017,80013001,2,0.05,ppm,46,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
4/3/2017,80013001,2,0.05,ppm,46,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
4/4/2017,80013001,2,0.037,ppm,34,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
4/5/2017,80013001,2,0.046,ppm,43,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
4/6/2017,80013001,2,0.049,ppm,45,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
4/7/2017,80013001,2,0.04,ppm,37,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
4/8/2017,80013001,2,0.046,ppm,43,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
4/9/2017,80013001,2,0.055,ppm,51,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
4/10/2017,80013001,2,0.051,ppm,47,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
4/11/2017,80013001,2,0.054,ppm,50,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
4/12/2017,80013001,2,0.056,ppm,54,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
4/13/2017,80013001,2,0.048,ppm,44,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
4/14/2017,80013001,2,0.055,ppm,51,15,88,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
4/15/2017,80013001,2,0.052,ppm,48,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
4/16/2017,80013001,2,0.057,ppm,58,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
4/17/2017,80013001,2,0.048,ppm,44,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
4/18/2017,80013001,2,0.046,ppm,43,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
4/19/2017,80013001,2,0.046,ppm,43,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
4/20/2017,80013001,2,0.042,ppm,39,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
4/21/2017,80013001,2,0.04,ppm,37,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
4/22/2017,80013001,2,0.05,ppm,46,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
4/23/2017,80013001,2,0.057,ppm,58,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
4/24/2017,80013001,2,0.054,ppm,50,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
4/25/2017,80013001,2,0.046,ppm,43,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
4/26/2017,80013001,2,0.04,ppm,37,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
4/27/2017,80013001,2,0.049,ppm,45,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
5/1/2017,80013001,2,0.047,ppm,44,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
5/2/2017,80013001,2,0.041,ppm,38,16,94,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
5/3/2017,80013001,2,0.045,ppm,42,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
5/4/2017,80013001,2,0.053,ppm,49,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
5/5/2017,80013001,2,0.051,ppm,47,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
5/6/2017,80013001,2,0.047,ppm,44,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
5/7/2017,80013001,2,0.042,ppm,39,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
5/8/2017,80013001,2,0.034,ppm,31,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
5/9/2017,80013001,2,0.041,ppm,38,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
5/10/2017,80013001,2,0.033,ppm,31,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
5/11/2017,80013001,2,0.052,ppm,48,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
5/12/2017,80013001,2,0.049,ppm,45,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
5/13/2017,80013001,2,0.054,ppm,50,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
5/14/2017,80013001,2,0.054,ppm,50,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
5/15/2017,80013001,2,0.051,ppm,47,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
5/16/2017,80013001,2,0.047,ppm,44,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
5/17/2017,80013001,2,0.051,ppm,47,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
5/18/2017,80013001,2,0.026,ppm,24,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
5/19/2017,80013001,2,0.037,ppm,34,13,76,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
5/20/2017,80013001,2,0.048,ppm,44,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
5/21/2017,80013001,2,0.053,ppm,49,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
5/22/2017,80013001,2,0.048,ppm,44,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
5/23/2017,80013001,2,0.049,ppm,45,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
5/24/2017,80013001,2,0.043,ppm,40,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
5/26/2017,80013001,2,0.045,ppm,42,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
5/27/2017,80013001,2,0.044,ppm,41,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
5/28/2017,80013001,2,0.049,ppm,45,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
5/29/2017,80013001,2,0.051,ppm,47,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
5/30/2017,80013001,2,0.059,ppm,64,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
5/31/2017,80013001,2,0.06,ppm,67,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
6/1/2017,80013001,2,0.046,ppm,43,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
6/2/2017,80013001,2,0.048,ppm,44,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
6/3/2017,80013001,2,0.059,ppm,64,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
6/4/2017,80013001,2,0.062,ppm,74,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
6/5/2017,80013001,2,0.051,ppm,47,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
6/6/2017,80013001,2,0.06,ppm,67,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
6/7/2017,80013001,2,0.056,ppm,54,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
6/8/2017,80013001,2,0.057,ppm,58,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
6/9/2017,80013001,2,0.063,ppm,77,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
6/10/2017,80013001,2,0.049,ppm,45,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
6/11/2017,80013001,2,0.049,ppm,45,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
6/12/2017,80013001,2,0.049,ppm,45,17,100,44201,Ozone,19740,"Denver-Aurora-Lakewood, CO",8,Colorado,1,Adams,39.838119,-104.94984
